SurfaceArea;Structure;d_icv;se_icv;low_ci_icv;up_ci_icv;n_controls;n_patients;pobs;fdr_p
anorexia_acANvscontrols;L_rostralanteriorcingulate_thickavg;-0,1974;0,084739;-0,36348;-0,03131;398;224;0,019833;0,036535
anorexia_acANvscontrols;L_rostralmiddlefrontal_thickavg;-0,32112;0,386197;-1,07805;0,43581;398;224;0,405693;0,447303
anorexia_acANvscontrols;L_superiorfrontal_thickavg;-0,87302;0,43957;-1,73456;-0,01148;398;224;0,047025;0,076552
anorexia_acANvscontrols;L_superiorparietal_thickavg;-0,83515;0,40144;-1,62196;-0,04835;398;224;0,037489;0,065606
anorexia_acANvscontrols;L_superiortemporal_thickavg;-0,60593;0,086441;-0,77536;-0,43651;398;224;2,39E-12;1,52E-11
anorexia_acANvscontrols;L_supramarginal_thickavg;-0,66288;0,380208;-1,40807;0,082314;398;224;0,081252;0,116075
anorexia_acANvscontrols;L_frontalpole_thickavg;-0,32861;0,084837;-0,49489;-0,16233;398;224;0,000107;0,000259
anorexia_acANvscontrols;L_temporalpole_thickavg;0,211365;0,084626;0,045501;0,377229;398;224;0,012502;0,02431
anorexia_acANvscontrols;L_transversetemporal_thickavg;-0,27694;0,085034;-0,4436;-0,11027;398;224;0,001127;0,00239
anorexia_acANvscontrols;L_insula_thickavg;-0,41122;0,085225;-0,57826;-0,24418;398;224;1,40E-06;4,66E-06
anorexia_acANvscontrols;R_bankssts_thickavg;-0,68018;0,288956;-1,24652;-0,11384;398;224;0,018577;0,035145
anorexia_acANvscontrols;R_caudalanteriorcingulate_thickavg;0,138561;0,217977;-0,28867;0,565788;398;224;0,524995;0,540436
anorexia_acANvscontrols;R_caudalmiddlefrontal_thickavg;-0,6894;0,226458;-1,13325;-0,24555;398;224;0,002332;0,004802
anorexia_acANvscontrols;R_cuneus_thickavg;-0,72451;0,087265;-0,89555;-0,55347;398;224;1,02E-16;1,02E-15
anorexia_acANvscontrols;R_entorhinal_thickavg;0,154816;0,084404;-0,01061;0,320246;398;224;0,066621;0,105988
anorexia_acANvscontrols;R_fusiform_thickavg;-0,41168;0,407264;-1,2099;0,386541;398;224;0,31209;0,358136
anorexia_acANvscontrols;R_inferiorparietal_thickavg;-0,66675;0,469942;-1,58782;0,254323;398;224;0,155962;0,18823
anorexia_acANvscontrols;R_inferiortemporal_thickavg;-0,42176;0,295789;-1,0015;0,157971;398;224;0,153898;0,18823
anorexia_acANvscontrols;R_isthmuscingulate_thickavg;-0,68062;0,086491;-0,85014;-0,5111;398;224;3,57E-15;2,77E-14
anorexia_acANvscontrols;R_lateraloccipital_thickavg;-0,64333;0,315455;-1,26161;-0,02505;398;224;0,041412;0,069735
anorexia_acANvscontrols;R_lateralorbitofrontal_thickavg;-0,43853;0,085506;-0,60612;-0,27094;398;224;2,92E-07;1,02E-06
anorexia_acANvscontrols;R_lingual_thickavg;-0,96785;0,08928;-1,14283;-0,79287;398;224;2,21E-27;1,55E-25
anorexia_acANvscontrols;R_medialorbitofrontal_thickavg;-0,40759;0,085475;-0,57512;-0,24006;398;224;1,86E-06;5,90E-06
anorexia_acANvscontrols;R_middletemporal_thickavg;-0,60553;0,332817;-1,25784;0,046774;398;224;0,068847;0,106292
anorexia_acANvscontrols;R_parahippocampal_thickavg;-0,34246;0,085;-0,50905;-0,17586;398;224;5,60E-05;0,000145
anorexia_acANvscontrols;R_paracentral_thickavg;-0,55768;0,421329;-1,38347;0,268112;398;224;0,185631;0,220241
anorexia_acANvscontrols;R_parsopercularis_thickavg;-0,76896;0,087419;-0,9403;-0,59762;398;224;1,41E-18;1,98E-17
anorexia_acANvscontrols;R_parsorbitalis_thickavg;-0,5663;0,086175;-0,7352;-0,3974;398;224;4,98E-11;2,91E-10
anorexia_acANvscontrols;R_parstriangularis_thickavg;-0,95283;0,088802;-1,12688;-0,77878;398;224;7,38E-27;2,58E-25
anorexia_acANvscontrols;R_pericalcarine_thickavg;-0,35366;0,084988;-0,52023;-0,18708;398;224;3,17E-05;8,86E-05
anorexia_acANvscontrols;R_postcentral_thickavg;-0,50499;0,318047;-1,12835;0,118369;398;224;0,112334;0,147992
anorexia_acANvscontrols;R_posteriorcingulate_thickavg;-0,66268;0,101686;-0,86198;-0,46338;398;224;7,18E-11;3,86E-10
anorexia_acANvscontrols;R_precentral_thickavg;-0,58157;0,285772;-1,14168;-0,02147;398;224;0,041841;0,069735
anorexia_acANvscontrols;R_precuneus_thickavg;-0,57947;0,53727;-1,6325;0,47356;398;224;0,280791;0,32759
anorexia_acANvscontrols;R_rostralanteriorcingulate_thickavg;0,059253;0,084487;-0,10634;0,224845;398;224;0,483099;0,50473
anorexia_acANvscontrols;R_rostralmiddlefrontal_thickavg;-0,34242;0,414689;-1,15519;0,470358;398;224;0,408963;0,447303
anorexia_acANvscontrols;R_superiorfrontal_thickavg;-0,41696;0,564016;-1,52241;0,688495;398;224;0,459748;0,487611
anorexia_acANvscontrols;R_superiorparietal_thickavg;-0,76924;0,43206;-1,61606;0,077582;398;224;0,075011;0,10939
anorexia_acANvscontrols;R_superiortemporal_thickavg;-0,5776;0,146685;-0,8651;-0,2901;398;224;8,23E-05;0,000206
anorexia_acANvscontrols;R_supramarginal_thickavg;-0,68254;0,378533;-1,42445;0,059367;398;224;0,071368;0,106292
anorexia_acANvscontrols;R_frontalpole_thickavg;-0,50307;0,085575;-0,6708;-0,33535;398;224;4,13E-09;1,70E-08
anorexia_acANvscontrols;R_temporalpole_thickavg;0,016419;0,172082;-0,32086;0,353694;398;224;0,923984;0,923984
anorexia_acANvscontrols;R_transversetemporal_thickavg;-0,2459;0,084898;-0,4123;-0,0795;398;224;0,003775;0,007549
anorexia_acANvscontrols;R_insula_thickavg;-0,19292;0,392675;-0,96255;0,576705;398;224;0,623209;0,632241
;;;;;;;;;
;;;;;;;;;
