Cortical Thickness;Structure;d_icv;se_icv;low_ci_icv;up_ci_icv;n_controls;n_patients;pobs;fdr_p;;;;;;;;
cortthick_assymetry;R_inferiorparietal_asy_thick.csv;;0.046992324;-0.272432051;-0.088225524;;;0.000124339;0;;;;;;;;
cortthick_assymetry;R_inferiortemporal_asy_thick.csv;;0.036864053;-0.179793383;-0.03528895;;;0.003531477;7.5687E-297;;;;;;;;
cortthick_assymetry;R_isthmuscingulate_asy_thick.csv;;0.020327802;0.238064818;0.317748339;;;1.50771E-42;3.09005E-56;;;;;;;;
cortthick_assymetry;R_lateraloccipital_asy_thick.csv;;0.048133543;-0.639898111;-0.451218089;;;8.87792E-30;0;;;;;;;;
cortthick_assymetry;R_lateralorbitofrontal_asy_thick.csv;;0.042062178;0.215571131;0.380451839;;;0.00000000000139022;1.83044898930786e-318;;;;;;;;
cortthick_assymetry;R_lingual_asy_thick.csv;;0.027516632;-0.451992728;-0.344129513;;;1.98117E-47;1.9107E-99;;;;;;;;
cortthick_assymetry;R_medialorbitofrontal_asy_thick.csv;;0.044764926;-0.060392382;0.115082905;;;0.541289925;0;;;;;;;;
cortthick_assymetry;R_middletemporal_asy_thick.csv;;0.046211778;-0.19170018;-0.010553339;;;0.028645354;0;;;;;;;;
cortthick_assymetry;R_parahippocampal_asy_thick.csv;;0.0187015;0.080772841;0.154081372;;;0.000000000340712;2.8809E-38;;;;;;;;
cortthick_assymetry;R_paracentral_asy_thick.csv;;0.025926081;-0.222851817;-0.121223446;;;0.0000000000322972;9.3548E-104;;;;;;;;
cortthick_assymetry;R_parsopercularis_asy_thick.csv;;0.029821389;-0.079657107;0.037240591;;;0.476975139;4.3378E-177;;;;;;;;
cortthick_assymetry;R_parsorbitalis_asy_thick.csv;;0.030253511;0.078669815;0.197261398;;;0.00000510764;3.3562E-171;;;;;;;;
cortthick_assymetry;R_parstriangularis_asy_thick.csv;;0.033210354;-0.054835843;0.075346352;;;0.75747603;1.0458E-196;;;;;;;;
cortthick_assymetry;R_pericalcarine_asy_thick.csv;;0.03523486;-0.070511468;0.067606644;;;0.967119813;1.9938E-255;;;;;;;;
cortthick_assymetry;R_postcentral_asy_thick.csv;;0.025254291;0.248323904;0.347318905;;;4.24646E-32;1.4032E-106;;;;;;;;
cortthick_assymetry;R_posteriorcingulate_asy_thick.csv;;0.029463634;0.170918987;0.286414309;;;8.42762E-15;2.8994E-129;;;;;;;;
cortthick_assymetry;R_precentral_asy_thick.csv;;0.029685866;0.267001539;0.383367995;;;6.34399E-28;2.9985E-170;;;;;;;;
cortthick_assymetry;R_precuneus_asy_thick.csv;;0.040445495;-0.25691401;-0.098370582;;;0.000011224;2.2788E-234;;;;;;;;
cortthick_assymetry;R_rostralanteriorcingulate_asy_thick.csv;;0.038505909;0.054007903;0.204948293;;;0.000772258;0;;;;;;;;
cortthick_assymetry;R_rostralmiddlefrontal_asy_thick.csv;;0.061492261;0.198972724;0.440017957;;;0.000000203951;0;;;;;;;;
cortthick_assymetry;R_superiorfrontal_asy_thick.csv;;0.06050225;0.095933268;0.333097731;;;0.000391752;0;;;;;;;;
cortthick_assymetry;R_superiorparietal_asy_thick.csv;;0.034819473;0.067584278;0.204074106;;;0.000095814;1.97626258336499e-322;;;;;;;;
cortthick_assymetry;R_superiortemporal_asy_thick.csv;;0.037645684;-0.221547315;-0.073978944;;;0.0000866932;6.49061351113204e-317;;;;;;;;
cortthick_assymetry;R_supramarginal_asy_thick.csv;;0.028473312;-0.044708055;0.066905276;;;0.696691879;5.4897E-139;;;;;;;;
cortthick_assymetry;R_frontalpole_asy_thick.csv;;0.021452789;0.029906288;0.113999676;;;0.00079648;2.3723E-65;;;;;;;;
cortthick_assymetry;R_temporalpole_asy_thick.csv;;0.023699684;-0.385607309;-0.292706256;;;1.87875E-46;1.02018E-73;;;;;;;;
cortthick_assymetry;R_transversetemporal_asy_thick.csv;;0.016229016;-0.183753582;-0.120137008;;;7.78205E-21;3.56716E-24;;;;;;;;
cortthick_assymetry;R_insula_asy_thick.csv;;0.026419644;0.104109998;0.207673099;;;0.00000000362199;1.5101E-123;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
