Surface area;Structure;d_icv;se_icv;low_ci_icv;up_ci_icv;n_controls;n_patients;pobs;fdr_p
CHR-PS-< HC;R_precentral_thickavg;0;;-0.07;0.08;;;0.93;
CHR-PS-< HC;R_precuneus_thickavg;-0.02;;0.1;0.05;;;0.55;
CHR-PS-< HC;R_rostralanteriorcingulate_thickavg;-0.08;;-0.16;0;;;0.04;
CHR-PS-< HC;R_rostralmiddlefrontal_thickavg;-0.03;;-0.11;0.05;;;0.48;
CHR-PS-< HC;R_superiorfrontal_thickavg;-0.09;;-0.17;-0.01;;;0.03;
CHR-PS-< HC;R_superiorparietal_thickavg;0;;-0.08;0.07;;;0.90;
CHR-PS-< HC;R_superiortemporal_thickavg;-0.02;;-0.09;0.06;;;0.68;
CHR-PS-< HC;R_supramarginal_thickavg;-0.05;;-0.13;0.03;;;0.19;
CHR-PS-< HC;R_frontalpole_thickavg;0.06;;-0.02;0.13;;;0.16;
CHR-PS-< HC;R_temporalpole_thickavg;0.03;;-0.05;0.1;;;0.50;
CHR-PS-< HC;R_transversetemporal_thickavg;0;;-0.08;0.08;;;0.98;
CHR-PS-< HC;R_insula_thickavg;-0.02;;-0.1;0.05;;;0.54;
;;;;;;;;;
