CorticalThickness;Structure;d_icv;se_icv;low_ci_icv;up_ci_icv;n_controls;n_patients;pobs;fdr_p
CHR-PS- < HC;L_rostralanteriorcingulate_thickavg;-0.08;;-0.16;0;;;0.04;
CHR-PS- < HC;L_rostralmiddlefrontal_thickavg;-0.13;;-0.21;-0.06;;;7.31e-04;
CHR-PS- < HC;L_superiorfrontal_thickavg;-0.12;;-0.20;-0.04;;;2.57e-03;
CHR-PS- < HC;L_superiorparietal_thickavg;-0.11;;-0.19;-0.04;;;4.34e-03;
CHR-PS- < HC;L_superiortemporal_thickavg;-0.11;;-0.19;-0.03;;;5.74e-03;
CHR-PS- < HC;L_supramarginal_thickavg;-0.11;;-0.19;-0.03;;;5.99e-03;
CHR-PS- < HC;L_frontalpole_thickavg;-0.04;;-0.11;0.04;;;0.36;
CHR-PS- < HC;L_temporalpole_thickavg;-0.03;;-0.11;0.05;;;0.44;
CHR-PS- < HC;L_transversetemporal_thickavg;-0.08;;-0.16;-0.01;;;0.04;
CHR-PS- < HC;L_insula_thickavg;-0.18;;-0.26;-0.1;;;4.13e-06;
CHR-PS- < HC;R_bankssts_thickavg;-0.14;;-0.22;-0.07;;;3.06e-04;
CHR-PS- < HC;R_caudalanteriorcingulate_thickavg;-0.05;;-0.13;0.03;;;0.21;
CHR-PS- < HC;R_caudalmiddlefrontal_thickavg;-0.15;;-0.23;-0.08;;;1.06e-04;
CHR-PS- < HC;R_cuneus_thickavg;-0.06;;-0.13;0.02;;;0.16;
CHR-PS- < HC;R_entorhinal_thickavg;-0.03;;-0.11;0.05;;;0.42;
CHR-PS- < HC;R_fusiform_thickavg;-0.09;;-0.17;-0.02;;;0.02;
CHR-PS- < HC;R_inferiorparietal_thickavg;-0.14;;-0.21;-0.06;;;6.17e-04;
CHR-PS- < HC;R_inferiortemporal_thickavg;-0.16;;-0.23;-0.08;;;8.53e-05;
CHR-PS- < HC;R_isthmuscingulate_thickavg;-0.08;;-0.16;0;;;0.05;
CHR-PS- < HC;R_lateraloccipital_thickavg;-0.16;;-0.24;-0.09;;;3.09e-05;
CHR-PS- < HC;R_lateralorbitofrontal_thickavg;-0.08;;-0.16;0;;;0.04;
CHR-PS- < HC;R_lingual_thickavg;-0.01;;-0.09;0.07;;;0.76;
CHR-PS- < HC;R_medialorbitofrontal_thickavg;-0.10;;-0.18;-0.02;;;0.01;
CHR-PS- < HC;R_middletemporal_thickavg;-0.17;;-0.25;-0.1;;;1.10e-05;
CHR-PS- < HC;R_parahippocampal_thickavg;-0.07;;-0.14;0.01;;;0.10;
CHR-PS- < HC;R_paracentral_thickavg;-0.08;;-0.16;-0.01;;;0.03;
CHR-PS- < HC;R_parsopercularis_thickavg;-0.08;;-0.16;0;;;0.05;
CHR-PS- < HC;R_parsorbitalis_thickavg;-0.01;;-0.08;0.07;;;0.86;
CHR-PS- < HC;R_parstriangularis_thickavg;-0.06;;-0.13;0.02;;;0.15;
CHR-PS- < HC;R_pericalcarine_thickavg;0.04;;-0.04;0.12;;;0.35;
CHR-PS- < HC;R_postcentral_thickavg;-0.13;;-0.21;-0.05;;;1.01e-03;
CHR-PS- < HC;R_posteriorcingulate_thickavg;-0.12;;-0.2;-0.04;;;2.11e-03;
CHR-PS- < HC;R_precentral_thickavg;-0.14;;-0.21;-0.06;;;6.69e-04;
CHR-PS- < HC;R_precuneus_thickavg;-0.17;;-0.24;-0.09;;;2.27e-05;
CHR-PS- < HC;R_rostralanteriorcingulate_thickavg;-0.07;;-0.15;0.01;;;0.07;
CHR-PS- < HC;R_rostralmiddlefrontal_thickavg;-0.12;;-0.19;-0.04;;;3.04e-03;
CHR-PS- < HC;R_superiorfrontal_thickavg;-0.09;;-0.17;-0.02;;;0.02;
CHR-PS- < HC;R_superiorparietal_thickavg;-0.14;;-0.21;-0.06;;;5.55e-04;
CHR-PS- < HC;R_superiortemporal_thickavg;-0.14;;-0.22;-0.06;;;4.01e-04;
CHR-PS- < HC;R_supramarginal_thickavg;-0.11;;-0.19;-0.03;;;6.25e-03;
CHR-PS- < HC;R_frontalpole_thickavg;-0.06;;-0.13;0.02;;;0.16;
CHR-PS- < HC;R_temporalpole_thickavg;-0.07;;-0.14;0.01;;;0.09;
CHR-PS- < HC;R_transversetemporal_thickavg;-0.12;;-0.19;-0.04;;;3.45e-03;
CHR-PS- < HC;R_insula_thickavg;-0.17;;-0.24;-0.09;;;2.24e-05;
;;;;;;;;;
