SurfaceArea;Structure;d_icv;se_icv;low_ci_icv;up_ci_icv;n_controls;n_patients;pobs;fdr_p
anorexiavsCN;L_parsorbitalis;-0,00598;0,051403;-0,10673;0,094766;962;683;0,907362;0,987476
anorexiavsCN;L_parstriangularis;-0,01803;0,05151;-0,11899;0,082927;961;684;0,726304;0,953483
anorexiavsCN;L_pericalcarine;0,002096;0,05164;-0,09912;0,103309;953;678;0,967622;0,987476
anorexiavsCN;L_postcentral;-0,0389;0,052005;-0,14083;0,063026;939;673;0,454437;0,793748
anorexiavsCN;L_posteriorcingulate;0,054075;0,051426;-0,04672;0,154868;961;684;0,293023;0,726739
anorexiavsCN;L_precentral;-0,0832;0,052066;-0,18524;0,018852;942;670;0,110067;0,374227
anorexiavsCN;L_precuneus;-0,016;0,05136;-0,11666;0,084667;962;684;0,755451;0,953483
anorexiavsCN;L_rostralanteriorcingulate;0,031113;0,051453;-0,06973;0,131959;960;684;0,54539;0,871441
anorexiavsCN;L_rostralmiddlefrontal;0,157678;0,051621;0,056503;0,258854;961;682;0,002254;0,025546
anorexiavsCN;L_superiorfrontal;0,014684;0,121233;-0,22293;0,252296;961;683;0,903594;0,987476
anorexiavsCN;L_superiorparietal;0,036601;0,051369;-0,06408;0,137282;962;684;0,47615;0,809456
anorexiavsCN;L_superiortemporal;-0,04749;0,051646;-0,14872;0,053732;951;679;0,357794;0,737272
anorexiavsCN;L_supramarginal;0,050755;0,051477;-0,05014;0,151648;960;684;0,324141;0,730929
anorexiavsCN;L_frontalpole;0,073037;0,117581;-0,15742;0,303492;962;683;0,534495;0,871441
anorexiavsCN;L_temporalpole;0,003576;0,077249;-0,14783;0,154981;960;682;0,963074;0,987476
anorexiavsCN;L_transversetemporal;-0,16587;0,051453;-0,26671;-0,06502;962;684;0,001266;0,021519
anorexiavsCN;L_insula;-0,05033;0,051426;-0,15113;0,050462;962;684;0,327718;0,730929
anorexiavsCN;R_bankssts;-0,0221;0,051432;-0,1229;0,078706;959;682;0,667432;0,953483
anorexiavsCN;R_caudalanteriorcingulate;0,041691;0,051484;-0,05922;0,142598;960;683;0,418068;0,793748
anorexiavsCN;R_caudalmiddlefrontal;0,038801;0,051481;-0,0621;0,139702;962;684;0,451038;0,793748
anorexiavsCN;R_cuneus;-0,09854;0,05148;-0,19944;0,002356;955;681;0,055594;0,243582
anorexiavsCN;R_entorhinal;0,111266;0,051455;0,010416;0,212115;959;684;0,030588;0,198877
anorexiavsCN;R_fusiform;0,044398;0,098491;-0,14864;0,237436;962;683;0,652149;0,953483
anorexiavsCN;R_inferiorparietal;-0,07274;0,05137;-0,17343;0,027942;961;683;0,156764;0,490114
anorexiavsCN;R_inferiortemporal;-0,02073;0,051613;-0,12189;0,080429;961;682;0,68794;0,953483
anorexiavsCN;R_isthmuscingulate;0,118796;0,051472;0,017913;0,219678;962;684;0,021001;0,162267
anorexiavsCN;R_lateraloccipital;0,090261;0,0515;-0,01068;0,191198;962;683;0,079662;0,300946
anorexiavsCN;R_lateralorbitofrontal;-0,00334;0,051496;-0,10427;0,097595;961;682;0,948354;0,987476
anorexiavsCN;R_lingual;-0,04881;0,051573;-0,14989;0,052274;955;682;0,343967;0,730929
anorexiavsCN;R_medialorbitofrontal;0,08575;0,051425;-0,01504;0,18654;962;683;0,095416;0,341491
anorexiavsCN;R_middletemporal;-0,05498;0,051373;-0,15567;0,04571;962;684;0,284529;0,726739
anorexiavsCN;R_parahippocampal;0,016033;0,051439;-0,08479;0,116852;959;684;0,755285;0,953483
anorexiavsCN;R_paracentral;-0,09731;0,051503;-0,19825;0,003634;962;684;0,058838;0,243582
anorexiavsCN;R_parsopercularis;-0,09269;0,075059;-0,23981;0,054418;962;684;0,216847;0,6144
anorexiavsCN;R_parsorbitalis;0,020232;0,051397;-0,0805;0,120968;962;683;0,693849;0,953483
anorexiavsCN;R_parstriangularis;-0,1871;0,051465;-0,28797;-0,08623;962;683;0,000277;0,009434
anorexiavsCN;R_pericalcarine;-0,10128;0,051757;-0,20272;0,000163;946;677;0,050368;0,243582
anorexiavsCN;R_postcentral;0,017135;0,051943;-0,08467;0,118941;930;674;0,74149;0,953483
anorexiavsCN;R_posteriorcingulate;0,026187;0,051405;-0,07457;0,12694;961;684;0,610458;0,943435
anorexiavsCN;R_precentral;-0,05018;0,051885;-0,15187;0,051511;940;674;0,33346;0,730929
anorexiavsCN;R_precuneus;0,072517;0,051434;-0,02829;0,173326;962;684;0,158566;0,490114
anorexiavsCN;R_rostralanteriorcingulate;0,061326;0,051449;-0,03951;0,162164;960;684;0,233264;0,634477
anorexiavsCN;R_rostralmiddlefrontal;0,107799;0,051647;0,006573;0,209025;960;682;0,036868;0,198877
anorexiavsCN;R_superiorfrontal;-0,00833;0,051492;-0,10925;0,092592;961;683;0,871484;0,987476
anorexiavsCN;R_superiorparietal;-0,01055;0,051497;-0,11148;0,090383;962;684;0,837682;0,965464
anorexiavsCN;R_superiortemporal;-0,04437;0,05144;-0,14519;0,056452;960;682;0,388399;0,776798
anorexiavsCN;R_supramarginal;-0,01072;0,052287;-0,11321;0,091755;961;684;0,837482;0,965464
anorexiavsCN;R_frontalpole;0,039639;0,066489;-0,09068;0,169955;962;683;0,551058;0,871441
anorexiavsCN;R_temporalpole;0,118318;0,051454;0,01747;0,219165;962;683;0,021477;0,162267
anorexiavsCN;R_transversetemporal;-0,1216;0,051429;-0,2224;-0,0208;962;684;0,018056;0,162267
anorexiavsCN;R_insula;0,025972;0,103836;-0,17754;0,229486;962;683;0,802492;0,957359
