SurfaceArea,Structure,d_icv,se_icv,low_ci_icv,up_ci_icv,n_controls,n_patients,pobs,fdr_p
anorexia_acANvscontrols,L_parsopercularis,-0.09256,0.084262,-0.25771,0.072587,398,224,0.271977,0.797832
anorexia_acANvscontrols,L_parsorbitalis,-0.05007,0.084275,-0.21524,0.115111,398,224,0.552462,0.820171
anorexia_acANvscontrols,L_parstriangularis,-0.07981,0.227502,-0.52571,0.366082,398,224,0.725718,0.852784
anorexia_acANvscontrols,L_pericalcarine,-0.05165,0.084272,-0.21682,0.113515,398,224,0.539906,0.820171
anorexia_acANvscontrols,L_postcentral,0.014146,0.162284,-0.30393,0.332217,398,224,0.930538,0.958736
anorexia_acANvscontrols,L_posteriorcingulate,0.024623,0.084257,-0.14052,0.189764,398,224,0.770101,0.852784
anorexia_acANvscontrols,L_precentral,-0.12295,0.084418,-0.2884,0.042507,398,224,0.145274,0.796383
anorexia_acANvscontrols,L_precuneus,-0.04706,0.084238,-0.21217,0.11804,398,224,0.576375,0.833904
anorexia_acANvscontrols,L_rostralanteriorcingulate,0.087408,0.084279,-0.07778,0.252592,398,224,0.29968,0.797832
anorexia_acANvscontrols,L_rostralmiddlefrontal,0.252516,0.084882,0.086151,0.418882,398,224,0.002931,0.099646
anorexia_acANvscontrols,L_superiorfrontal,0.136734,0.365944,-0.5805,0.85397,398,224,0.708667,0.852784
anorexia_acANvscontrols,L_superiorparietal,-0.03874,0.085273,-0.20587,0.12839,398,224,0.649593,0.852784
anorexia_acANvscontrols,L_superiortemporal,-0.07799,0.084297,-0.24321,0.087225,398,224,0.354846,0.820171
anorexia_acANvscontrols,L_supramarginal,0.11806,0.084582,-0.04772,0.283837,398,224,0.162772,0.796383
anorexia_acANvscontrols,L_frontalpole,-0.04177,0.084332,-0.20706,0.123517,398,224,0.62037,0.852784
anorexia_acANvscontrols,L_temporalpole,-0.06824,0.084287,-0.23344,0.096959,398,224,0.418163,0.820171
anorexia_acANvscontrols,L_transversetemporal,-0.17656,0.084396,-0.34197,-0.01115,398,224,0.036436,0.412946
anorexia_acANvscontrols,L_insula,-0.04977,0.084285,-0.21497,0.115421,398,224,0.554821,0.820171
anorexia_acANvscontrols,R_bankssts,-0.01089,0.084254,-0.17602,0.154249,398,224,0.897201,0.93861
anorexia_acANvscontrols,R_caudalanteriorcingulate,0.053392,0.084241,-0.11172,0.218502,398,224,0.526208,0.820171
anorexia_acANvscontrols,R_caudalmiddlefrontal,0.031971,0.084512,-0.13367,0.197612,398,224,0.705209,0.852784
anorexia_acANvscontrols,R_cuneus,-0.07858,0.084239,-0.24369,0.086524,398,224,0.350903,0.820171
anorexia_acANvscontrols,R_entorhinal,0.06474,0.084268,-0.10042,0.229902,398,224,0.442328,0.820171
anorexia_acANvscontrols,R_fusiform,0.152608,0.084393,-0.0128,0.318015,398,224,0.070558,0.555187
anorexia_acANvscontrols,R_inferiorparietal,-0.02458,0.084235,-0.18968,0.140516,398,224,0.770416,0.852784
anorexia_acANvscontrols,R_inferiortemporal,0.062457,0.084306,-0.10278,0.227695,398,224,0.458794,0.820171
anorexia_acANvscontrols,R_isthmuscingulate,0.167027,0.084399,0.001608,0.332446,398,224,0.047814,0.464483
anorexia_acANvscontrols,R_lateraloccipital,0.024047,0.084271,-0.14112,0.189215,398,224,0.775376,0.852784
anorexia_acANvscontrols,R_lateralorbitofrontal,0.005096,0.08433,-0.16019,0.170379,398,224,0.951812,0.966018
anorexia_acANvscontrols,R_lingual,-0.0999,0.084356,-0.26523,0.065438,398,224,0.236323,0.797832
anorexia_acANvscontrols,R_medialorbitofrontal,0.12198,0.084299,-0.04324,0.287204,398,224,0.1479,0.796383
anorexia_acANvscontrols,R_middletemporal,-0.03888,0.084332,-0.20417,0.126406,398,224,0.644759,0.852784
anorexia_acANvscontrols,R_parahippocampal,0.0765,0.084309,-0.08874,0.241743,398,224,0.364208,0.820171
anorexia_acANvscontrols,R_paracentral,-0.13298,0.084396,-0.2984,0.032429,398,224,0.115092,0.782624
anorexia_acANvscontrols,R_parsopercularis,0.022449,0.084328,-0.14283,0.18773,398,224,0.790079,0.852784
anorexia_acANvscontrols,R_parsorbitalis,0.061648,0.084294,-0.10357,0.226862,398,224,0.464567,0.820171
anorexia_acANvscontrols,R_parstriangularis,-0.09721,0.084268,-0.26237,0.067955,398,224,0.248685,0.797832
anorexia_acANvscontrols,R_pericalcarine,-0.06597,0.084246,-0.23109,0.099147,398,224,0.433576,0.820171
anorexia_acANvscontrols,R_postcentral,0.051677,0.084316,-0.11358,0.216934,398,224,0.539943,0.820171
anorexia_acANvscontrols,R_posteriorcingulate,0.106592,0.084332,-0.05869,0.27188,398,224,0.206243,0.797832
anorexia_acANvscontrols,R_precentral,-0.11606,0.084355,-0.28139,0.049275,398,224,0.168877,0.796383
anorexia_acANvscontrols,R_precuneus,0.066286,0.084369,-0.09907,0.231646,398,224,0.432062,0.820171
anorexia_acANvscontrols,R_rostralanteriorcingulate,0.066407,0.084299,-0.09882,0.23163,398,224,0.430842,0.820171
anorexia_acANvscontrols,R_rostralmiddlefrontal,0.095769,0.084327,-0.06951,0.261046,398,224,0.256085,0.797832
anorexia_acANvscontrols,R_superiorfrontal,0.044333,0.084215,-0.12073,0.209391,398,224,0.598594,0.848008
anorexia_acANvscontrols,R_superiorparietal,-0.17786,0.084375,-0.34324,-0.01249,398,224,0.035027,0.412946
anorexia_acANvscontrols,R_superiortemporal,-0.07097,0.084377,-0.23634,0.094408,398,224,0.400301,0.820171
anorexia_acANvscontrols,R_supramarginal,-0.03712,0.084394,-0.20253,0.128288,398,224,0.66004,0.852784
anorexia_acANvscontrols,R_frontalpole,-0.17558,0.286091,-0.73631,0.385152,398,224,0.539408,0.820171
anorexia_acANvscontrols,R_temporalpole,0.09338,0.084507,-0.07225,0.25901,398,224,0.269156,0.797832
anorexia_acANvscontrols,R_transversetemporal,-0.10391,0.08439,-0.26931,0.061495,398,224,0.218222,0.797832
anorexia_acANvscontrols,R_insula,0.088819,0.084399,-0.0766,0.254238,398,224,0.292634,0.797832
