SurfaceArea,Structure,d_icv,se_icv,low_ci_icv,up_ci_icv,n_controls,n_patients,pobs,fdr_p
anorexia_acANvscontrols,R_parsorbitalis,-0.5663,0.086175,-0.7352,-0.3974,398,224,0.0000000000498,0.000000000291
anorexia_acANvscontrols,R_parstriangularis,-0.95283,0.088802,-1.12688,-0.77878,398,224,0.00000000000000000000000000738,0.00000000000000000000000258
anorexia_acANvscontrols,R_pericalcarine,-0.35366,0.084988,-0.52023,-0.18708,398,224,0.0000317,0.0000886
anorexia_acANvscontrols,R_postcentral,-0.50499,0.318047,-1.12835,0.118369,398,224,0.112334,0.147992
anorexia_acANvscontrols,R_posteriorcingulate,-0.66268,0.101686,-0.86198,-0.46338,398,224,0.0000000000718,0.000000000386
anorexia_acANvscontrols,R_precentral,-0.58157,0.285772,-1.14168,-0.02147,398,224,0.041841,0.069735
anorexia_acANvscontrols,R_precuneus,-0.57947,0.53727,-1.6325,0.47356,398,224,0.280791,0.32759
anorexia_acANvscontrols,R_rostralanteriorcingulate,0.059253,0.084487,-0.10634,0.224845,398,224,0.483099,0.50473
anorexia_acANvscontrols,R_rostralmiddlefrontal,-0.34242,0.414689,-1.15519,0.470358,398,224,0.408963,0.447303
anorexia_acANvscontrols,R_superiorfrontal,-0.41696,0.564016,-1.52241,0.688495,398,224,0.459748,0.487611
anorexia_acANvscontrols,R_superiorparietal,-0.76924,0.43206,-1.61606,0.077582,398,224,0.075011,0.10939
anorexia_acANvscontrols,R_superiortemporal,-0.5776,0.146685,-0.8651,-0.2901,398,224,0.0000823,0.000206
anorexia_acANvscontrols,R_supramarginal,-0.68254,0.378533,-1.42445,0.059367,398,224,0.071368,0.106292
anorexia_acANvscontrols,R_frontalpole,-0.50307,0.085575,-0.6708,-0.33535,398,224,0.00000000413,0.000000017
anorexia_acANvscontrols,R_temporalpole,0.016419,0.172082,-0.32086,0.353694,398,224,0.923984,0.923984
anorexia_acANvscontrols,R_transversetemporal,-0.2459,0.084898,-0.4123,-0.0795,398,224,0.003775,0.007549
anorexia_acANvscontrols,R_insula,-0.19292,0.392675,-0.96255,0.576705,398,224,0.623209,0.632241
