Surface area;Structure;d_icv;se_icv;low_ci_icv;up_ci_icv;n_controls;n_patients;pobs;fdr_p
APS< HC;L_frontalpole_thickavg;0.03;;-0.04;0.1;;;0.43;
APS< HC;L_temporalpole_thickavg;-0.03;;-0.11;0.04;;;0.37;
APS< HC;L_transversetemporal_thickavg;-0.06;;-0.13;0.02;;;0.14;
APS< HC;L_insula_thickavg;-0.07;;-0.14;0.01;;;0.08;
APS< HC;R_bankssts_thickavg;-0.08;;-0.15;-0.01;;;0.03;
APS< HC;R_caudalanteriorcingulate_thickavg;-0.09;;-0.16;-0.01;;;0.02;
APS< HC;R_caudalmiddlefrontal_thickavg;-0.04;;-0.11;0.03;;;0.28;
APS< HC;R_cuneus_thickavg;-0.09;;-0.16;-0.01;;;0.02;
APS< HC;R_entorhinal_thickavg;-0.04;;-0.11;0.04;;;0.35;
APS< HC;R_fusiform_thickavg;-0.08;;-0.16;-0.01;;;0.03;
APS< HC;R_inferiorparietal_thickavg;-0.10;;-0.17;-0.03;;;7.38e-03;
APS< HC;R_inferiortemporal_thickavg;-0.03;;-0.1;0.04;;;0.44;
APS< HC;R_isthmuscingulate_thickavg;0.08;;0.01;0.15;;;0.04;
APS< HC;R_lateraloccipital_thickavg;-0.02;;-0.09;0.05;;;0.59;
APS< HC;R_lateralorbitofrontal_thickavg;-0.03;;-0.11;0.04;;;0.37;
APS< HC;R_lingual_thickavg;-0.03;;-0.1;0.05;;;0.50;
APS< HC;R_medialorbitofrontal_thickavg;-0.09;;-0.16;-0.02;;;0.02;
APS< HC;R_middletemporal_thickavg;-0.07;;-0.15;0;;;0.06;
APS< HC;R_parahippocampal_thickavg;0.06;;-0.02;0.13;;;0.12;
APS< HC;R_paracentral_thickavg;0;;-0.07;0.08;;;0.94;
APS< HC;R_parsopercularis_thickavg;-0.01;;-0.09;0.06;;;0.70;
APS< HC;R_parsorbitalis_thickavg;0.02;;-0.05;0.09;;;0.58;
APS< HC;R_parstriangularis_thickavg;0.01;;-0.06;0.09;;;0.73;
APS< HC;R_pericalcarine_thickavg;-0.11;;-0.18;-0.03;;;5.36e-03;
APS< HC;R_postcentral_thickavg;-0.04;;-0.11;0.03;;;0.29;
APS< HC;R_posteriorcingulate_thickavg;-0.06;;-0.14;0.01;;;0.09;
APS< HC;R_precentral_thickavg;0.01;;-0.07;0.08;;;0.83;
APS< HC;R_precuneus_thickavg;-0.04;;-0.11;0.04;;;0.34;
APS< HC;R_rostralanteriorcingulate_thickavg;-0.08;;-0.16;-0.01;;;0.03;
APS< HC;R_rostralmiddlefrontal_thickavg;-0.03;;-0.1;0.05;;;0.48;
APS< HC;R_superiorfrontal_thickavg;-0.11;;-0.19;-0.04;;;2.57e-03;
APS< HC;R_superiorparietal_thickavg;0.01;;-0.06;0.09;;;0.69;
APS< HC;R_superiortemporal_thickavg;-0.06;;-0.13;0.02;;;0.13;
APS< HC;R_supramarginal_thickavg;-0.06;;-0.13;0.02;;;0.14;
APS< HC;R_frontalpole_thickavg;0.04;;-0.04;0.11;;;0.31;
APS< HC;R_temporalpole_thickavg;0.02;;-0.05;0.1;;;0.52;
APS< HC;R_transversetemporal_thickavg;-0.01;;-0.08;0.07;;;0.86;
APS< HC;R_insula_thickavg;-0.05;;-0.12;0.03;;;0.23;
